date,PRECTOTCORR,T2M_MAX,T2M_MIN,state
20030903,6.9,36.8,25.97,Punjab
20030904,5.31,36.03,26.21,Punjab
20030905,1.81,35.3,24.85,Punjab
20030906,1.95,36.04,24.95,Punjab
20030907,2.6,34.81,24.89,Punjab
20030908,2.07,36.01,25.29,Punjab
20030909,0.0,37.29,25.2,Punjab
20030910,0.01,37.12,24.33,Punjab
20030911,0.57,37.51,24.77,Punjab
20030912,0.66,37.12,25.97,Punjab
20030913,0.02,36.89,26.12,Punjab
20030914,0.1,37.31,26.3,Punjab
20030915,3.83,36.39,25.85,Punjab
20030916,1.07,36.52,25.47,Punjab
20030917,0.0,37.76,24.57,Punjab
20030918,0.31,38.09,24.49,Punjab
20030919,0.0,37.91,23.93,Punjab
20030920,0.0,38.47,25.54,Punjab
20030921,0.03,38.85,24.94,Punjab
20030922,0.91,38.22,24.74,Punjab
20030923,0.51,37.17,24.43,Punjab
20030924,1.37,34.92,24.56,Punjab
20030925,9.18,32.49,23.8,Punjab
20030926,0.0,33.91,22.61,Punjab
20030927,0.04,35.25,22.31,Punjab
20030928,3.71,35.52,21.77,Punjab
20030929,0.01,34.2,20.58,Punjab
20030930,0.0,35.45,20.93,Punjab
20031001,0.0,35.26,20.04,Punjab
20031002,0.0,34.87,19.06,Punjab
20031003,0.0,35.83,19.99,Punjab
20031004,0.0,36.34,20.21,Punjab
20031005,0.0,35.41,18.12,Punjab
20031006,0.0,34.77,18.47,Punjab
20031007,0.0,34.28,18.9,Punjab
20031008,0.0,34.61,20.22,Punjab
20031009,0.02,35.0,21.49,Punjab
20031010,0.03,34.94,19.76,Punjab
20031011,0.0,34.46,18.51,Punjab
20031012,0.0,34.02,17.95,Punjab
20031013,0.0,34.5,17.13,Punjab
20031014,0.0,33.96,17.76,Punjab
20031015,0.0,34.02,18.94,Punjab
20031016,0.56,34.59,16.52,Punjab
20031017,0.0,33.83,18.51,Punjab
20031018,0.0,33.7,18.6,Punjab
20031019,0.0,33.76,19.94,Punjab
20031020,0.0,34.26,19.26,Punjab
20031021,0.0,35.05,18.42,Punjab
20031022,0.02,34.08,16.59,Punjab
20031023,0.0,33.46,17.01,Punjab
20031024,0.05,33.42,15.39,Punjab
20031025,0.0,31.53,15.47,Punjab
20031026,0.0,31.22,16.09,Punjab
20031027,0.0,31.68,17.08,Punjab
20031028,0.0,31.49,18.1,Punjab
20031029,0.0,32.46,17.72,Punjab
20031030,0.0,32.46,19.09,Punjab
20031031,0.0,32.22,18.42,Punjab
20031101,0.0,31.98,17.25,Punjab
20031102,0.0,31.62,17.22,Punjab
20031103,0.0,30.65,17.08,Punjab
20031104,0.0,31.52,17.02,Punjab
20031105,0.0,31.44,14.43,Punjab
20031106,0.0,31.21,14.83,Punjab
20031107,0.0,31.36,15.48,Punjab
20031108,0.0,30.56,13.75,Punjab
20031109,0.0,31.03,14.7,Punjab
20031110,0.0,30.25,12.25,Punjab
20031111,0.0,29.99,14.21,Punjab
20031112,0.0,27.6,11.51,Punjab
20031113,0.0,26.56,12.01,Punjab
20031114,0.0,22.4,13.8,Punjab
20031115,0.01,27.6,13.04,Punjab
20031116,1.46,28.23,15.35,Punjab
20031117,5.73,25.71,14.1,Punjab
20031118,0.02,25.71,11.32,Punjab
20031119,0.0,25.71,10.41,Punjab
20031120,0.0,25.84,9.58,Punjab
20031121,0.0,26.06,8.09,Punjab
20031122,0.0,26.1,12.1,Punjab
20031123,0.0,25.77,10.8,Punjab
20031124,0.0,25.8,10.42,Punjab
20031125,0.0,27.02,6.88,Punjab
20031126,0.0,26.26,9.24,Punjab
20031127,0.0,25.56,9.01,Punjab
20031128,0.0,24.58,9.98,Punjab
20031129,0.0,24.55,9.42,Punjab
20031130,0.0,24.11,9.65,Punjab
20031201,0.0,25.15,7.27,Punjab
20031202,0.0,26.9,10.77,Punjab
20031203,0.0,22.5,10.45,Punjab
20031204,0.0,26.1,12.44,Punjab
20031205,0.0,26.62,12.25,Punjab
20031206,0.0,27.49,9.32,Punjab
20031207,0.0,27.25,8.86,Punjab
20031208,0.0,27.8,10.81,Punjab
20031209,0.08,27.31,12.04,Punjab
20031210,0.09,26.65,13.17,Punjab
20031211,0.0,26.67,13.59,Punjab
20031212,3.82,24.84,12.08,Punjab
20031213,1.76,25.48,14.11,Punjab
20031214,1.01,25.13,11.57,Punjab
20031215,6.3,23.34,13.96,Punjab
20031216,0.1,21.73,11.4,Punjab
20031217,0.0,21.76,9.19,Punjab
20031218,0.0,21.41,10.49,Punjab
20031219,0.0,22.71,10.18,Punjab
20031220,0.0,22.27,9.56,Punjab
20031221,0.0,22.75,9.16,Punjab
20031222,0.0,21.9,10.32,Punjab
20031223,0.0,20.13,7.09,Punjab
20031224,0.0,21.31,6.4,Punjab
20031225,0.0,21.06,7.09,Punjab
20031226,0.0,16.83,7.72,Punjab
20031227,0.13,19.57,7.36,Punjab
20031228,0.0,20.0,5.88,Punjab
20031229,0.0,20.33,4.08,Punjab
20031230,0.0,20.92,6.8,Punjab
20031231,0.0,21.52,8.32,Punjab
20040101,0.01,20.9,5.63,Punjab
20040102,0.0,20.25,6.46,Punjab
20040103,0.0,18.94,5.73,Punjab
20040104,0.0,17.23,4.06,Punjab
20040105,0.03,15.92,6.26,Punjab
20040106,0.0,20.46,6.83,Punjab
20040107,0.0,21.93,5.08,Punjab
20040108,0.0,22.17,4.93,Punjab
20040109,0.0,23.14,7.52,Punjab
20040110,0.0,23.22,9.03,Punjab
20040111,0.0,24.12,10.58,Punjab
20040112,0.0,24.95,10.7,Punjab
20040113,0.0,23.24,8.78,Punjab
20040114,0.0,25.99,9.5,Punjab
20040115,0.0,26.57,10.57,Punjab
20040116,0.0,25.21,12.22,Punjab
20040117,1.69,23.0,12.14,Punjab
20040118,0.0,21.64,9.57,Punjab
20040119,0.0,21.26,8.35,Punjab
20040120,0.0,22.76,9.3,Punjab
20040121,7.43,14.35,10.67,Punjab
20040122,11.36,17.54,9.3,Punjab
20040123,3.0,18.52,7.76,Punjab
20040124,0.0,19.35,6.06,Punjab
20040125,0.0,19.19,7.54,Punjab
20040126,0.0,19.99,7.49,Punjab
20040127,0.0,20.89,6.44,Punjab
20040128,0.0,18.62,5.58,Punjab
20040129,0.54,19.83,6.59,Punjab
20040130,11.75,16.96,7.76,Punjab
20040131,0.45,14.83,8.49,Punjab
20040201,0.0,18.45,5.61,Punjab
20040202,0.0,20.78,3.31,Punjab
20040203,0.0,21.65,2.74,Punjab
20040204,0.0,22.97,6.8,Punjab
20040205,0.0,22.52,9.05,Punjab
20040206,0.0,24.03,5.73,Punjab
20040207,0.0,24.17,4.97,Punjab
20040208,0.04,24.3,7.53,Punjab
20040209,6.95,24.88,10.91,Punjab
20040210,0.53,21.79,8.71,Punjab
20040211,0.08,25.69,8.79,Punjab
20040212,0.0,26.45,9.59,Punjab
20040213,0.0,26.17,11.57,Punjab
20040214,0.0,25.62,10.21,Punjab
20040215,0.0,27.54,8.02,Punjab
20040216,0.0,28.15,11.07,Punjab
20040217,0.02,27.29,11.95,Punjab
20040218,0.0,27.93,12.56,Punjab
20040219,0.01,27.73,10.87,Punjab
20040220,0.0,27.66,11.59,Punjab
20040221,0.0,28.86,10.99,Punjab
20040222,0.0,29.37,12.3,Punjab
20040223,0.0,29.32,8.83,Punjab
20040224,0.0,30.8,10.36,Punjab
20040225,0.0,31.66,11.76,Punjab
20040226,0.0,32.04,14.75,Punjab
20040227,0.03,31.95,13.9,Punjab
20040228,0.0,31.63,15.01,Punjab
20040229,0.01,29.75,12.63,Punjab
20040301,0.0,29.46,11.03,Punjab
20040302,0.0,30.79,9.91,Punjab
20040303,0.0,31.31,10.66,Punjab
20040304,0.0,31.22,13.01,Punjab
20040305,0.0,31.94,14.55,Punjab
20040306,0.0,32.49,12.36,Punjab
20040307,0.0,35.59,11.93,Punjab
20040308,0.0,34.12,16.04,Punjab
20040309,0.0,31.15,14.6,Punjab
20040310,0.0,32.8,15.54,Punjab
20040311,0.0,33.84,15.46,Punjab
20040312,0.0,34.19,16.99,Punjab
20040313,0.0,36.9,17.44,Punjab
20040314,0.0,36.78,18.68,Punjab
20040315,0.0,38.07,18.56,Punjab
20040316,0.0,39.0,18.7,Punjab
20040317,0.0,39.25,18.46,Punjab
20040318,0.0,38.8,20.69,Punjab
20040319,0.0,37.52,21.37,Punjab
20040320,0.0,38.45,17.69,Punjab
20040321,0.0,39.16,21.69,Punjab
20040322,0.0,38.3,21.41,Punjab
20040323,0.0,35.77,19.76,Punjab
20040324,0.0,35.43,18.3,Punjab
20040325,0.0,34.49,16.41,Punjab
20040326,0.0,34.31,16.46,Punjab
20040327,0.0,35.04,18.06,Punjab
20040328,0.0,36.33,17.82,Punjab
20040329,0.0,37.71,17.06,Punjab
20040330,0.0,37.83,18.29,Punjab
20040331,0.0,37.82,17.79,Punjab
20040401,0.0,34.46,21.51,Punjab
20040402,0.0,39.22,20.76,Punjab
20040403,0.0,39.16,20.82,Punjab
20040404,0.0,38.99,21.55,Punjab
20040405,0.0,40.49,20.88,Punjab
20040406,0.0,40.43,22.35,Punjab
20040407,0.0,40.95,22.2,Punjab
20040408,0.0,41.56,23.95,Punjab
20040409,0.15,40.76,22.95,Punjab
20040410,0.0,41.04,23.8,Punjab
20040411,0.0,42.2,24.1,Punjab
20040412,0.0,42.02,25.74,Punjab
20040413,0.0,41.6,23.27,Punjab
20040414,0.0,41.92,24.41,Punjab
20040415,0.0,42.14,22.55,Punjab
20040416,0.0,43.13,26.09,Punjab
20040417,0.0,40.79,25.41,Punjab
20040418,0.0,40.95,24.15,Punjab
20040419,0.0,42.59,23.64,Punjab
20040420,0.08,39.89,26.59,Punjab
20040421,0.0,40.61,25.03,Punjab
20040422,0.92,38.87,25.3,Punjab
20040423,0.52,37.09,23.72,Punjab
20040424,0.0,37.11,23.45,Punjab
20040425,0.0,39.13,21.27,Punjab
20040426,0.0,39.32,22.83,Punjab
20040427,0.0,41.47,25.21,Punjab
20040428,1.82,40.92,25.77,Punjab
20040429,3.47,37.98,24.27,Punjab
20040430,25.29,25.9,16.91,Punjab
20040501,0.0,32.22,15.99,Punjab
20040502,0.0,33.81,17.53,Punjab
20040503,0.0,37.12,16.98,Punjab
20040504,0.0,38.13,20.82,Punjab
20040505,0.0,39.1,21.34,Punjab
20040506,0.0,41.65,23.1,Punjab
20040507,0.0,41.91,24.34,Punjab
20040508,0.0,42.12,23.47,Punjab
20040509,0.0,42.91,24.35,Punjab
20040510,0.0,43.03,26.69,Punjab
20040511,0.0,44.38,25.13,Punjab
20040512,0.0,44.01,24.87,Punjab
20040513,0.0,44.8,26.98,Punjab
20040514,0.0,45.62,26.89,Punjab
20040515,0.0,45.62,29.75,Punjab
20040516,0.0,45.46,30.68,Punjab
20040517,0.0,45.91,32.18,Punjab
20040518,0.0,46.0,28.71,Punjab
20040519,0.0,47.25,28.38,Punjab
20040520,0.0,46.26,29.77,Punjab
20040521,0.0,47.14,30.35,Punjab
20040522,0.0,46.8,29.04,Punjab
20040523,0.34,42.13,29.04,Punjab
20040524,21.78,36.72,24.6,Punjab
20040525,0.0,39.8,25.77,Punjab
20040526,3.74,39.86,27.88,Punjab
20040527,4.15,40.67,27.43,Punjab
20040528,0.63,40.12,26.69,Punjab
20040529,0.0,41.13,25.74,Punjab
20040530,0.0,42.98,26.2,Punjab
20040531,0.0,44.59,29.13,Punjab
20040601,0.02,43.81,29.96,Punjab
20040602,0.04,43.24,28.6,Punjab
20040603,0.57,43.4,29.12,Punjab
20040604,0.02,45.38,29.97,Punjab
20040605,0.17,45.07,28.81,Punjab
20040606,0.01,44.39,28.5,Punjab
20040607,5.83,39.48,27.73,Punjab
20040608,1.61,39.67,27.61,Punjab
20040609,3.61,38.01,26.32,Punjab
20040610,0.0,39.51,25.18,Punjab
20040611,0.0,41.94,28.06,Punjab
20040612,0.0,43.11,29.26,Punjab
20040613,0.01,43.43,30.74,Punjab
20040614,4.37,40.38,30.48,Punjab
20040615,0.44,40.33,30.28,Punjab
20040616,0.26,44.3,31.66,Punjab
20040617,9.26,41.2,30.36,Punjab
20040618,15.43,38.59,29.77,Punjab
20040619,0.24,41.56,28.48,Punjab
20040620,6.56,42.22,30.81,Punjab
20040621,2.31,42.46,30.34,Punjab
20040622,0.2,43.36,30.84,Punjab
20040623,0.03,41.79,30.77,Punjab
20040624,5.14,41.07,30.91,Punjab
20040625,3.36,38.84,29.01,Punjab
20040626,0.37,40.59,28.62,Punjab
20040627,0.03,40.57,28.0,Punjab
20040628,0.0,41.88,28.47,Punjab
20040629,0.0,43.86,28.35,Punjab
20040630,0.0,45.05,30.11,Punjab
20040701,0.0,45.36,30.19,Punjab
20040702,0.0,45.45,30.33,Punjab
20040703,0.32,45.09,32.51,Punjab
20040704,0.79,43.6,31.06,Punjab
20040705,1.38,42.8,30.46,Punjab
20040706,0.49,44.45,32.71,Punjab
20040707,0.2,45.07,30.6,Punjab
20040708,16.04,40.1,32.69,Punjab
20040709,8.74,38.61,30.45,Punjab
20040710,0.08,40.55,29.32,Punjab
20040711,5.13,40.58,30.56,Punjab
20040712,2.99,42.6,30.04,Punjab
20040713,5.81,41.84,29.75,Punjab
20040714,2.88,41.4,29.27,Punjab
20040715,3.6,42.21,29.84,Punjab
20040716,19.48,38.75,29.67,Punjab
20040717,8.24,40.3,27.98,Punjab
20040718,0.06,41.41,27.87,Punjab
20040719,0.09,41.29,27.93,Punjab
20040720,0.22,41.48,28.61,Punjab
20040721,0.0,42.78,29.71,Punjab
20040722,0.12,41.99,28.69,Punjab
20040723,0.0,40.34,30.31,Punjab
20040724,0.03,42.46,28.34,Punjab
20040725,0.17,41.95,29.01,Punjab
20040726,0.46,41.11,29.35,Punjab
20040727,0.35,42.15,29.92,Punjab
20040728,0.06,41.52,30.3,Punjab
20040729,10.13,37.4,29.68,Punjab
20040730,0.53,39.31,28.32,Punjab
20040731,0.58,39.1,28.23,Punjab
20040801,4.38,38.03,29.31,Punjab
20040802,39.66,30.87,26.63,Punjab
20040803,19.36,33.63,26.14,Punjab
20040804,0.91,36.0,26.96,Punjab
20040805,0.47,38.31,27.65,Punjab
20040806,2.23,33.81,26.22,Punjab
20040807,1.23,37.79,27.19,Punjab
20040808,4.72,37.28,28.42,Punjab
20040809,1.51,35.97,27.63,Punjab
20040810,0.12,37.18,26.91,Punjab
20040811,9.91,36.73,27.08,Punjab
20040812,6.45,34.29,26.38,Punjab
20040813,3.55,36.28,26.45,Punjab
20040814,0.81,37.84,26.58,Punjab
20040815,0.14,39.07,27.77,Punjab
20040816,7.26,38.62,27.08,Punjab
20040817,23.02,31.73,26.07,Punjab
20040818,6.78,33.41,26.42,Punjab
20040819,9.96,35.13,25.9,Punjab
20040820,4.68,33.33,26.95,Punjab
20040821,0.05,38.13,25.39,Punjab
20040822,0.91,36.56,25.22,Punjab
20040823,10.68,34.73,25.38,Punjab
20040824,11.23,32.97,25.72,Punjab
20040825,5.91,31.23,25.18,Punjab
20040826,0.57,35.43,25.41,Punjab
20040827,0.0,37.53,25.22,Punjab
20040828,0.0,38.82,25.08,Punjab
20040829,0.0,38.62,24.36,Punjab
20040830,0.01,39.39,24.64,Punjab
20040831,0.04,39.38,24.75,Punjab
20040901,0.0,38.11,24.02,Punjab
20040902,0.0,38.56,24.15,Punjab
20040903,0.0,39.63,23.83,Punjab
20040904,0.0,39.69,23.68,Punjab
20040905,0.0,39.85,23.93,Punjab
20040906,0.0,39.7,24.64,Punjab
20040907,0.0,40.4,25.23,Punjab
20040908,0.0,41.0,24.11,Punjab
20040909,0.0,40.23,23.39,Punjab
20040910,0.0,39.36,23.39,Punjab
20040911,0.0,38.84,24.71,Punjab
20040912,0.01,39.07,25.52,Punjab
20040913,0.04,39.59,26.68,Punjab
20040914,0.19,37.7,27.52,Punjab
20040915,0.74,39.46,27.82,Punjab
20040916,0.45,36.73,24.65,Punjab
20040917,0.04,37.43,25.26,Punjab
20040918,0.0,37.12,25.24,Punjab
20040919,0.0,37.47,25.29,Punjab
20040920,0.06,37.98,24.62,Punjab
20040921,1.27,36.68,23.73,Punjab
20040922,0.08,36.34,24.09,Punjab
20040923,2.09,36.92,22.81,Punjab
20040924,0.0,38.12,23.33,Punjab
20040925,0.0,38.0,22.79,Punjab
20040926,0.0,38.02,22.88,Punjab
20040927,0.0,38.33,23.72,Punjab
20040928,0.0,38.01,22.46,Punjab
20040929,1.48,38.35,23.78,Punjab
20040930,0.41,35.97,22.7,Punjab
20041001,0.02,37.56,22.39,Punjab
20041002,7.14,27.05,21.55,Punjab
20041003,4.15,30.37,20.92,Punjab
20041004,0.0,35.08,22.43,Punjab
20041005,0.0,35.66,21.83,Punjab
20041006,0.0,36.07,20.19,Punjab
20041007,0.0,36.73,21.31,Punjab
20041008,0.0,36.19,19.42,Punjab
20041009,0.06,35.99,20.7,Punjab
20041010,3.69,32.25,21.33,Punjab
20041011,6.45,28.87,18.37,Punjab
20041012,0.75,30.38,16.49,Punjab
20041013,0.03,30.7,19.09,Punjab
20041014,0.01,30.75,16.75,Punjab
20041015,0.09,32.03,18.38,Punjab
20041016,0.0,32.25,18.48,Punjab
20041017,0.0,32.54,16.86,Punjab
20041018,0.0,32.86,18.07,Punjab
20041019,0.0,33.11,17.64,Punjab
20041020,0.0,33.08,17.57,Punjab
20041021,0.22,32.02,19.43,Punjab
20041022,0.0,32.82,16.84,Punjab
20041023,0.0,32.48,17.76,Punjab
20041024,0.0,32.01,16.97,Punjab
20041025,0.0,31.2,16.31,Punjab
20041026,0.0,28.75,15.64,Punjab
20041027,0.01,30.22,17.33,Punjab
20041028,0.0,30.44,15.84,Punjab
20041029,1.46,28.89,15.2,Punjab
20041030,0.0,28.74,15.79,Punjab
20041031,0.0,29.38,15.36,Punjab
20041101,0.0,28.91,14.58,Punjab
20041102,0.0,30.06,14.58,Punjab
20041103,0.0,29.84,15.42,Punjab
20041104,0.0,30.17,13.67,Punjab
20041105,0.0,30.1,14.47,Punjab
20041106,0.0,29.5,13.64,Punjab
20041107,0.0,30.34,15.63,Punjab
20041108,0.0,29.7,14.88,Punjab
20041109,0.0,30.03,15.59,Punjab
20041110,0.0,30.02,14.38,Punjab
20041111,0.0,29.73,11.9,Punjab
20041112,0.0,28.84,12.45,Punjab
20041113,0.0,29.6,14.04,Punjab
20041114,0.0,30.03,14.65,Punjab
20041115,0.0,30.76,16.28,Punjab
20041116,0.0,30.0,15.68,Punjab
20041117,0.0,28.08,17.64,Punjab
20041118,0.0,30.33,16.04,Punjab
20041119,0.0,30.51,15.61,Punjab
20041120,0.0,31.05,16.19,Punjab
20041121,0.0,30.77,15.92,Punjab
20041122,0.0,30.58,16.42,Punjab
20041123,0.0,28.93,13.32,Punjab
20041124,0.0,27.48,14.55,Punjab
20041125,0.0,27.15,14.58,Punjab
20041126,0.0,27.05,14.73,Punjab
20041127,0.0,27.22,14.7,Punjab
20041128,0.0,26.58,12.24,Punjab
20041129,0.01,27.01,15.08,Punjab
20041130,0.64,24.2,14.58,Punjab
20041201,0.23,26.49,13.5,Punjab
20041202,0.3,26.27,12.89,Punjab
20041203,0.0,26.62,12.34,Punjab
20041204,0.0,26.53,11.83,Punjab
20041205,0.0,25.97,10.73,Punjab
20041206,0.0,26.99,10.27,Punjab
20041207,0.0,26.53,11.64,Punjab
20041208,0.0,25.14,9.79,Punjab
20041209,0.0,25.34,9.09,Punjab
20041210,0.0,27.48,11.23,Punjab
20041211,0.0,26.03,9.68,Punjab
20041212,0.0,27.26,11.2,Punjab
20041213,0.0,27.02,12.01,Punjab
20041214,0.0,27.3,10.99,Punjab
20041215,0.0,28.78,10.18,Punjab
20041216,0.0,28.89,10.23,Punjab
20041217,0.0,27.88,12.89,Punjab
20041218,0.0,26.6,10.41,Punjab
20041219,3.48,26.96,11.3,Punjab
20041220,1.16,19.32,7.91,Punjab
20041221,0.0,21.02,9.94,Punjab
20041222,0.0,21.85,9.41,Punjab
20041223,0.0,21.88,8.78,Punjab
20041224,0.0,21.28,9.04,Punjab
20041225,0.0,19.75,6.06,Punjab
20041226,0.0,20.1,3.28,Punjab
20041227,0.0,20.56,2.98,Punjab
20041228,0.0,22.32,7.44,Punjab
20041229,0.0,22.89,9.01,Punjab
20041230,0.46,20.72,10.01,Punjab
20041231,10.39,21.1,10.25,Punjab
20050101,0.77,21.07,7.93,Punjab
20050102,0.01,20.73,7.77,Punjab
20050103,0.01,19.8,7.94,Punjab
20050104,0.0,20.38,6.56,Punjab
20050105,0.0,20.02,4.48,Punjab
20050106,0.0,21.21,6.29,Punjab
20050107,0.0,22.25,4.68,Punjab
20050108,0.0,22.48,5.33,Punjab
20050109,0.0,21.81,8.9,Punjab
20050110,0.02,22.01,7.92,Punjab
20050111,0.0,21.97,7.25,Punjab
20050112,0.0,21.36,6.03,Punjab
20050113,0.0,22.45,5.65,Punjab
20050114,0.0,22.7,6.35,Punjab
20050115,0.0,21.88,8.1,Punjab
20050116,0.09,22.63,7.56,Punjab
20050117,0.53,18.24,8.6,Punjab
20050118,0.0,19.73,4.43,Punjab
20050119,0.0,19.61,4.83,Punjab
20050120,0.0,20.62,3.94,Punjab
20050121,2.5,16.49,7.33,Punjab
20050122,16.9,12.97,5.88,Punjab
20050123,0.0,15.97,4.85,Punjab
20050124,0.06,16.11,6.47,Punjab
20050125,0.0,19.13,4.86,Punjab
20050126,0.0,22.24,5.04,Punjab
20050127,13.13,21.04,5.68,Punjab
20050128,6.82,18.35,7.57,Punjab
20050129,0.0,19.92,5.86,Punjab
20050130,0.0,19.73,5.7,Punjab
20050131,0.0,21.69,6.32,Punjab
20050201,0.0,20.86,7.51,Punjab
20050202,0.0,22.15,4.96,Punjab
20050203,0.0,20.22,7.72,Punjab
20050204,0.02,20.62,7.56,Punjab
20050205,1.53,17.44,8.96,Punjab
20050206,10.23,11.4,7.03,Punjab
20050207,2.78,19.08,9.44,Punjab
20050208,6.71,20.11,10.54,Punjab
20050209,10.26,19.09,11.72,Punjab
20050210,2.69,24.36,11.76,Punjab
20050211,0.14,25.1,11.33,Punjab
20050212,0.02,26.32,11.85,Punjab
20050213,0.04,25.53,13.12,Punjab
20050214,0.53,17.87,11.89,Punjab
20050215,7.94,19.94,10.37,Punjab
20050216,0.0,21.83,7.63,Punjab
20050217,0.03,22.55,8.09,Punjab
20050218,3.87,21.16,9.8,Punjab
20050219,3.45,19.52,5.6,Punjab
20050220,0.18,18.95,4.52,Punjab
20050221,0.0,20.18,3.68,Punjab
20050222,0.03,22.91,5.15,Punjab
20050223,0.08,19.67,8.6,Punjab
20050224,0.0,25.49,9.21,Punjab
20050225,0.0,25.49,9.73,Punjab
20050226,0.0,25.97,8.94,Punjab
20050227,0.01,24.83,11.84,Punjab
20050228,0.0,25.5,11.86,Punjab
20050301,0.5,24.65,14.42,Punjab
20050302,0.14,25.63,12.3,Punjab
20050303,0.1,31.32,13.87,Punjab
20050304,1.48,29.22,17.45,Punjab
20050305,1.77,24.99,14.52,Punjab
20050306,0.0,29.93,14.0,Punjab
20050307,0.0,28.85,16.67,Punjab
20050308,0.25,31.06,16.35,Punjab
20050309,9.41,22.05,16.87,Punjab
20050310,0.66,24.11,14.73,Punjab
20050311,0.0,28.26,12.48,Punjab
20050312,0.14,29.91,15.3,Punjab
20050313,0.0,30.73,14.3,Punjab
20050314,0.0,31.04,16.18,Punjab
20050315,0.0,32.77,19.13,Punjab
20050316,0.0,34.93,19.1,Punjab
20050317,0.01,33.16,19.58,Punjab
20050318,8.63,32.85,19.03,Punjab
20050319,1.58,32.95,17.08,Punjab
20050320,3.9,30.42,19.36,Punjab
20050321,21.96,27.15,16.53,Punjab
20050322,0.32,27.34,15.59,Punjab
20050323,0.11,28.73,14.34,Punjab
20050324,0.0,29.49,14.09,Punjab
20050325,2.03,28.94,14.42,Punjab
20050326,0.73,30.7,12.95,Punjab
20050327,0.32,32.52,16.82,Punjab
20050328,0.03,32.78,16.96,Punjab
20050329,0.0,31.62,14.97,Punjab
20050330,0.0,31.39,14.73,Punjab
20050331,0.0,31.83,13.66,Punjab
20050401,0.0,33.79,14.0,Punjab
20050402,0.0,34.09,16.35,Punjab
20050403,0.0,35.1,17.19,Punjab
20050404,0.0,35.94,17.6,Punjab
20050405,0.0,37.69,18.6,Punjab
20050406,0.0,36.92,18.4,Punjab
20050407,0.0,36.69,19.95,Punjab
20050408,0.0,33.16,14.06,Punjab
20050409,0.0,31.13,10.93,Punjab
20050410,0.0,29.74,11.87,Punjab
20050411,0.0,30.74,13.06,Punjab
20050412,0.0,32.97,12.59,Punjab
20050413,0.0,35.87,16.4,Punjab
20050414,0.0,36.56,18.52,Punjab
20050415,0.0,37.49,19.97,Punjab
20050416,0.0,36.58,18.76,Punjab
20050417,0.0,36.58,18.9,Punjab
20050418,0.0,37.9,19.55,Punjab
20050419,0.0,39.22,20.9,Punjab
20050420,0.0,36.89,20.12,Punjab
20050421,0.0,39.0,21.16,Punjab
20050422,0.0,36.42,23.0,Punjab
20050423,0.0,36.16,23.37,Punjab
20050424,0.14,37.44,23.2,Punjab
20050425,1.18,36.75,23.43,Punjab
20050426,2.13,37.03,21.98,Punjab
20050427,4.91,36.21,19.69,Punjab
20050428,2.49,35.39,19.78,Punjab
20050429,0.0,36.7,20.11,Punjab
20050430,0.0,37.59,22.6,Punjab
20050501,0.11,37.05,22.99,Punjab
20050502,0.04,34.34,25.67,Punjab
20050503,1.22,34.51,23.4,Punjab
20050504,0.0,35.29,23.86,Punjab
20050505,0.0,36.76,22.35,Punjab
20050506,0.0,39.47,25.28,Punjab
20050507,0.0,41.39,25.22,Punjab
20050508,2.96,40.0,26.68,Punjab
20050509,0.55,38.52,25.3,Punjab
20050510,0.0,38.11,22.18,Punjab
20050511,0.0,40.34,21.92,Punjab
20050512,0.0,40.89,22.25,Punjab
20050513,0.04,41.88,23.73,Punjab
20050514,0.0,41.38,24.32,Punjab
20050515,0.0,42.14,23.95,Punjab
20050516,0.0,43.09,25.13,Punjab
20050517,0.02,43.74,26.81,Punjab
20050518,0.47,44.4,26.21,Punjab
20050519,0.02,43.3,26.78,Punjab
20050520,0.0,42.83,26.76,Punjab
20050521,0.0,43.01,27.67,Punjab
20050522,0.0,39.85,27.55,Punjab
20050523,0.0,41.93,26.54,Punjab
20050524,0.0,42.13,26.02,Punjab
20050525,0.0,43.15,28.15,Punjab
20050526,0.52,42.43,27.39,Punjab
20050527,0.02,40.77,28.35,Punjab
20050528,0.0,42.57,25.38,Punjab
20050529,0.0,42.3,26.69,Punjab
20050530,0.12,42.42,27.58,Punjab
20050531,0.0,41.82,28.43,Punjab
20050601,0.0,42.75,25.83,Punjab
20050602,0.01,43.26,27.75,Punjab
20050603,0.0,44.93,28.19,Punjab
20050604,0.0,46.23,30.91,Punjab
20050605,0.0,47.04,30.85,Punjab
20050606,0.0,45.7,29.76,Punjab
20050607,0.58,42.07,28.53,Punjab
20050608,0.03,42.91,25.51,Punjab
20050609,0.0,44.14,30.13,Punjab
20050610,5.79,41.95,27.14,Punjab
20050611,0.0,43.17,27.54,Punjab
20050612,0.0,41.81,28.79,Punjab
20050613,0.0,43.54,28.36,Punjab
20050614,0.0,42.74,26.76,Punjab
20050615,0.0,43.93,30.07,Punjab
20050616,0.0,45.46,29.02,Punjab
20050617,0.0,45.58,30.86,Punjab
20050618,0.01,46.05,31.49,Punjab
20050619,1.57,46.56,31.98,Punjab
20050620,0.0,47.85,32.04,Punjab
20050621,0.13,47.79,31.94,Punjab
20050622,0.03,48.0,31.87,Punjab
20050623,0.01,49.03,34.42,Punjab
20050624,0.0,47.42,33.51,Punjab
20050625,13.87,43.5,33.42,Punjab
20050626,5.78,42.04,31.44,Punjab
20050627,1.68,43.48,30.34,Punjab
20050628,23.58,39.24,31.01,Punjab
