date,PRECTOTCORR,T2M_MAX,T2M_MIN,state
20000814,0.23,31.24,21.1,Maharashtra
20000815,0.27,30.99,21.62,Maharashtra
20000816,0.03,30.22,20.8,Maharashtra
20000817,3.83,29.46,21.54,Maharashtra
20000818,0.77,29.72,21.5,Maharashtra
20000819,1.69,28.71,21.5,Maharashtra
20000820,12.29,28.64,21.28,Maharashtra
20000821,4.53,30.02,21.47,Maharashtra
20000822,0.39,28.61,22.27,Maharashtra
20000823,37.14,29.01,23.35,Maharashtra
20000824,53.82,30.21,22.89,Maharashtra
20000825,11.27,30.48,23.58,Maharashtra
20000826,33.66,29.38,22.07,Maharashtra
20000827,17.04,27.81,21.86,Maharashtra
20000828,6.47,28.44,21.9,Maharashtra
20000829,5.36,28.46,21.44,Maharashtra
20000830,1.85,27.17,21.48,Maharashtra
20000831,2.44,30.0,21.09,Maharashtra
20000901,1.89,30.3,21.03,Maharashtra
20000902,0.91,30.29,20.96,Maharashtra
20000903,0.14,29.85,20.92,Maharashtra
20000904,0.07,29.72,20.42,Maharashtra
20000905,0.13,29.88,20.54,Maharashtra
20000906,0.78,27.72,20.89,Maharashtra
20000907,0.06,28.29,21.05,Maharashtra
20000908,0.01,28.8,20.77,Maharashtra
20000909,0.0,28.95,20.74,Maharashtra
20000910,0.01,29.9,20.35,Maharashtra
20000911,0.0,29.64,19.58,Maharashtra
20000912,0.0,29.67,19.13,Maharashtra
20000913,0.0,30.29,19.5,Maharashtra
20000914,0.09,30.7,19.56,Maharashtra
20000915,0.03,30.98,19.26,Maharashtra
20000916,0.0,31.14,20.13,Maharashtra
20000917,0.02,31.79,20.52,Maharashtra
20000918,0.0,30.6,21.06,Maharashtra
20000919,0.19,30.89,20.66,Maharashtra
20000920,0.01,31.03,20.5,Maharashtra
20000921,6.67,31.24,22.07,Maharashtra
20000922,4.74,30.18,22.72,Maharashtra
20000923,12.32,28.81,21.63,Maharashtra
20000924,1.63,28.93,21.46,Maharashtra
20000925,1.64,30.31,21.32,Maharashtra
20000926,35.6,29.49,21.01,Maharashtra
20000927,1.09,30.1,20.54,Maharashtra
20000928,0.05,29.33,20.87,Maharashtra
20000929,0.13,30.89,21.15,Maharashtra
20000930,0.01,31.31,19.88,Maharashtra
20001001,0.19,32.08,20.83,Maharashtra
20001002,0.03,32.32,19.84,Maharashtra
20001003,0.0,32.35,19.31,Maharashtra
20001004,0.0,31.82,19.12,Maharashtra
20001005,0.07,31.76,19.21,Maharashtra
20001006,0.29,31.87,20.0,Maharashtra
20001007,6.16,31.8,19.56,Maharashtra
20001008,0.52,29.91,21.49,Maharashtra
20001009,0.67,31.75,20.06,Maharashtra
20001010,1.19,30.84,21.34,Maharashtra
20001011,1.21,31.84,20.93,Maharashtra
20001012,0.74,33.15,20.63,Maharashtra
20001013,0.0,32.63,20.36,Maharashtra
20001014,0.31,32.57,20.54,Maharashtra
20001015,0.04,34.04,20.88,Maharashtra
20001016,0.0,33.72,17.92,Maharashtra
20001017,0.0,33.35,16.44,Maharashtra
20001018,0.03,33.12,17.07,Maharashtra
20001019,0.08,34.84,19.03,Maharashtra
20001020,1.23,33.98,21.12,Maharashtra
20001021,0.03,35.2,20.88,Maharashtra
20001022,0.0,35.11,17.9,Maharashtra
20001023,0.0,34.5,17.05,Maharashtra
20001024,0.0,33.91,17.88,Maharashtra
20001025,0.0,34.41,17.73,Maharashtra
20001026,0.0,34.72,18.09,Maharashtra
20001027,0.0,34.1,16.01,Maharashtra
20001028,0.0,33.84,15.37,Maharashtra
20001029,0.0,34.13,16.92,Maharashtra
20001030,0.0,33.73,15.61,Maharashtra
20001031,0.0,34.07,19.28,Maharashtra
20001101,0.0,33.28,15.81,Maharashtra
20001102,0.0,32.94,15.67,Maharashtra
20001103,0.0,33.34,15.92,Maharashtra
20001104,0.01,33.96,17.81,Maharashtra
20001105,0.98,34.01,19.2,Maharashtra
20001106,0.0,33.6,18.45,Maharashtra
20001107,0.0,33.48,18.37,Maharashtra
20001108,0.0,31.59,17.01,Maharashtra
20001109,0.0,31.43,16.61,Maharashtra
20001110,0.0,33.76,16.56,Maharashtra
20001111,0.0,33.94,15.19,Maharashtra
20001112,0.0,33.94,16.88,Maharashtra
20001113,0.0,34.33,16.28,Maharashtra
20001114,0.0,33.8,15.79,Maharashtra
20001115,0.0,33.27,15.5,Maharashtra
20001116,0.0,32.99,15.32,Maharashtra
20001117,0.0,32.26,14.1,Maharashtra
20001118,0.0,32.94,13.78,Maharashtra
20001119,0.0,33.94,14.6,Maharashtra
20001120,0.0,34.19,14.49,Maharashtra
20001121,0.0,34.08,16.57,Maharashtra
20001122,0.0,33.69,14.12,Maharashtra
20001123,0.0,34.13,15.49,Maharashtra
20001124,0.0,33.71,15.7,Maharashtra
20001125,0.0,34.11,17.89,Maharashtra
20001126,0.0,34.46,17.57,Maharashtra
20001127,0.0,34.66,16.84,Maharashtra
20001128,0.0,32.57,16.06,Maharashtra
20001129,0.0,32.1,15.22,Maharashtra
20001130,0.0,31.72,14.48,Maharashtra
20001201,0.0,31.29,14.6,Maharashtra
20001202,0.0,31.28,11.68,Maharashtra
20001203,0.0,32.26,11.04,Maharashtra
20001204,0.0,32.5,12.88,Maharashtra
20001205,0.0,32.98,15.32,Maharashtra
20001206,0.0,33.18,16.37,Maharashtra
20001207,0.0,32.55,14.78,Maharashtra
20001208,0.0,32.06,13.97,Maharashtra
20001209,0.0,32.26,13.47,Maharashtra
20001210,0.0,31.79,11.89,Maharashtra
20001211,0.0,31.75,16.09,Maharashtra
20001212,0.0,32.32,15.49,Maharashtra
20001213,0.0,31.86,12.73,Maharashtra
20001214,0.0,31.74,13.5,Maharashtra
20001215,0.0,31.67,12.67,Maharashtra
20001216,0.0,31.99,12.43,Maharashtra
20001217,0.0,31.7,12.59,Maharashtra
20001218,0.0,32.19,13.14,Maharashtra
20001219,0.0,32.13,16.17,Maharashtra
20001220,0.0,32.9,13.83,Maharashtra
20001221,0.0,32.82,12.98,Maharashtra
20001222,0.0,32.46,13.93,Maharashtra
20001223,0.0,33.02,15.44,Maharashtra
20001224,0.0,32.74,12.82,Maharashtra
20001225,0.0,33.01,14.36,Maharashtra
20001226,0.0,32.02,11.94,Maharashtra
20001227,0.0,31.5,11.14,Maharashtra
20001228,0.0,31.02,10.75,Maharashtra
20001229,0.0,31.07,11.53,Maharashtra
20001230,0.96,30.63,15.46,Maharashtra
20001231,9.99,28.08,17.11,Maharashtra
20010101,0.96,26.23,11.9,Maharashtra
20010102,0.0,26.77,9.98,Maharashtra
20010103,0.0,28.09,10.76,Maharashtra
20010104,0.0,28.81,11.17,Maharashtra
20010105,0.0,29.71,11.13,Maharashtra
20010106,0.0,29.58,11.0,Maharashtra
20010107,0.0,29.62,12.86,Maharashtra
20010108,0.0,29.4,12.24,Maharashtra
20010109,0.0,29.75,10.35,Maharashtra
20010110,0.0,30.26,11.09,Maharashtra
20010111,0.0,31.3,12.38,Maharashtra
20010112,0.0,31.84,14.01,Maharashtra
20010113,0.0,31.65,14.85,Maharashtra
20010114,0.0,32.14,14.72,Maharashtra
20010115,0.0,32.69,17.4,Maharashtra
20010116,0.0,32.4,17.75,Maharashtra
20010117,0.0,32.24,19.39,Maharashtra
20010118,0.0,31.93,18.77,Maharashtra
20010119,0.0,32.39,18.64,Maharashtra
20010120,0.0,32.03,16.44,Maharashtra
20010121,0.0,32.37,17.52,Maharashtra
20010122,0.0,31.02,14.26,Maharashtra
20010123,0.0,30.67,12.93,Maharashtra
20010124,0.0,31.24,11.38,Maharashtra
20010125,0.0,31.56,11.3,Maharashtra
20010126,0.0,32.39,11.67,Maharashtra
20010127,0.0,32.55,12.16,Maharashtra
20010128,0.0,32.92,11.53,Maharashtra
20010129,0.0,33.85,14.39,Maharashtra
20010130,0.0,34.01,16.62,Maharashtra
20010131,0.0,33.64,13.42,Maharashtra
20010201,0.0,34.26,14.61,Maharashtra
20010202,0.0,34.33,16.09,Maharashtra
20010203,0.0,34.31,15.7,Maharashtra
20010204,0.0,34.45,16.32,Maharashtra
20010205,0.0,33.67,14.36,Maharashtra
20010206,0.0,33.72,12.34,Maharashtra
20010207,0.0,34.59,14.55,Maharashtra
20010208,0.0,34.63,14.25,Maharashtra
20010209,0.0,34.79,12.89,Maharashtra
20010210,0.0,34.5,13.52,Maharashtra
20010211,0.0,34.59,13.54,Maharashtra
20010212,0.0,35.01,14.33,Maharashtra
20010213,0.0,36.1,15.21,Maharashtra
20010214,0.0,34.14,14.64,Maharashtra
20010215,0.0,32.77,14.3,Maharashtra
20010216,0.0,33.64,13.65,Maharashtra
20010217,0.0,34.31,16.93,Maharashtra
20010218,0.0,34.94,14.49,Maharashtra
20010219,0.0,35.29,14.86,Maharashtra
20010220,0.0,36.43,15.59,Maharashtra
20010221,0.0,34.36,16.47,Maharashtra
20010222,0.0,36.21,15.35,Maharashtra
20010223,0.0,36.58,16.09,Maharashtra
20010224,0.0,37.23,16.37,Maharashtra
20010225,0.0,36.0,16.03,Maharashtra
20010226,0.0,33.77,17.19,Maharashtra
20010227,0.0,36.09,17.24,Maharashtra
20010228,0.0,35.09,16.68,Maharashtra
20010301,0.0,35.53,16.41,Maharashtra
20010302,1.69,35.53,17.25,Maharashtra
20010303,0.72,36.63,18.85,Maharashtra
20010304,0.23,35.77,19.62,Maharashtra
20010305,0.01,34.99,18.59,Maharashtra
20010306,0.0,35.8,17.07,Maharashtra
20010307,0.0,35.03,16.49,Maharashtra
20010308,0.0,35.45,16.08,Maharashtra
20010309,0.19,36.32,17.74,Maharashtra
20010310,0.15,35.82,16.16,Maharashtra
20010311,0.0,35.27,17.32,Maharashtra
20010312,0.1,34.25,18.77,Maharashtra
20010313,0.05,34.88,20.51,Maharashtra
20010314,0.0,35.94,16.33,Maharashtra
20010315,0.0,36.26,17.72,Maharashtra
20010316,0.0,35.94,21.25,Maharashtra
20010317,0.0,37.74,19.98,Maharashtra
20010318,0.0,38.08,19.32,Maharashtra
20010319,0.19,38.32,20.58,Maharashtra
20010320,0.03,34.38,23.32,Maharashtra
20010321,0.01,37.31,20.6,Maharashtra
20010322,0.0,37.45,18.55,Maharashtra
20010323,0.0,36.92,19.84,Maharashtra
20010324,0.0,37.99,19.58,Maharashtra
20010325,0.0,37.61,19.23,Maharashtra
20010326,0.0,37.73,19.97,Maharashtra
20010327,0.0,37.57,20.78,Maharashtra
20010328,0.0,38.1,20.92,Maharashtra
20010329,0.0,37.59,19.12,Maharashtra
20010330,0.0,35.68,17.86,Maharashtra
20010331,0.0,35.84,16.24,Maharashtra
20010401,0.0,37.09,17.74,Maharashtra
20010402,0.0,39.0,19.16,Maharashtra
20010403,0.44,39.08,20.08,Maharashtra
20010404,0.22,38.58,22.04,Maharashtra
20010405,0.08,39.26,22.41,Maharashtra
20010406,0.07,39.37,23.08,Maharashtra
20010407,0.03,38.16,21.49,Maharashtra
20010408,0.0,38.35,22.86,Maharashtra
20010409,0.0,40.63,20.65,Maharashtra
20010410,0.0,39.55,21.73,Maharashtra
20010411,0.0,39.35,23.3,Maharashtra
20010412,0.0,37.24,24.31,Maharashtra
20010413,0.16,37.41,25.44,Maharashtra
20010414,0.2,37.33,26.08,Maharashtra
20010415,0.22,36.1,26.68,Maharashtra
20010416,0.01,38.23,25.44,Maharashtra
20010417,0.01,37.16,24.61,Maharashtra
20010418,0.0,38.2,21.66,Maharashtra
20010419,0.0,38.8,23.11,Maharashtra
20010420,0.04,38.97,23.92,Maharashtra
20010421,0.04,39.7,24.67,Maharashtra
20010422,0.0,40.87,22.49,Maharashtra
20010423,0.0,42.04,22.5,Maharashtra
20010424,0.0,42.41,24.35,Maharashtra
20010425,0.0,42.23,23.68,Maharashtra
20010426,0.0,42.92,24.66,Maharashtra
20010427,0.0,42.07,25.16,Maharashtra
20010428,0.0,42.51,25.81,Maharashtra
20010429,0.0,42.22,24.75,Maharashtra
20010430,0.0,42.93,24.71,Maharashtra
20010501,0.0,43.8,26.2,Maharashtra
20010502,0.0,44.31,27.12,Maharashtra
20010503,0.0,42.5,26.08,Maharashtra
20010504,0.0,42.91,23.46,Maharashtra
20010505,0.0,43.56,25.36,Maharashtra
20010506,0.0,43.4,25.62,Maharashtra
20010507,0.0,43.09,25.12,Maharashtra
20010508,0.0,42.5,24.24,Maharashtra
20010509,0.0,41.54,23.4,Maharashtra
20010510,0.0,40.79,22.33,Maharashtra
20010511,0.0,41.33,24.39,Maharashtra
20010512,0.0,42.35,24.01,Maharashtra
20010513,1.06,42.32,24.8,Maharashtra
20010514,0.6,40.85,24.71,Maharashtra
20010515,0.11,41.34,25.4,Maharashtra
20010516,0.39,41.25,24.97,Maharashtra
20010517,0.0,40.59,24.2,Maharashtra
20010518,0.0,39.67,23.93,Maharashtra
20010519,0.0,38.64,24.63,Maharashtra
20010520,0.35,37.55,24.24,Maharashtra
20010521,0.27,38.81,24.92,Maharashtra
20010522,0.09,39.55,26.75,Maharashtra
20010523,0.13,39.63,27.84,Maharashtra
20010524,0.0,40.47,27.23,Maharashtra
20010525,0.16,37.4,25.54,Maharashtra
20010526,0.11,39.01,25.05,Maharashtra
20010527,0.16,38.22,24.41,Maharashtra
20010528,0.61,37.72,24.85,Maharashtra
20010529,0.46,39.48,23.45,Maharashtra
20010530,1.3,38.8,22.94,Maharashtra
20010531,0.02,38.19,22.74,Maharashtra
20010601,0.0,38.62,24.11,Maharashtra
20010602,0.58,38.42,23.64,Maharashtra
20010603,0.05,38.76,24.12,Maharashtra
20010604,0.05,33.98,24.62,Maharashtra
20010605,2.43,38.59,23.57,Maharashtra
20010606,0.88,35.63,24.86,Maharashtra
20010607,8.74,31.1,25.39,Maharashtra
20010608,11.51,33.95,24.01,Maharashtra
20010609,15.51,34.4,23.76,Maharashtra
20010610,10.9,30.35,24.51,Maharashtra
20010611,3.6,32.91,23.0,Maharashtra
20010612,19.96,32.27,22.77,Maharashtra
20010613,11.15,28.53,21.55,Maharashtra
20010614,9.33,25.89,20.76,Maharashtra
20010615,11.62,26.82,20.76,Maharashtra
20010616,2.12,29.13,22.38,Maharashtra
20010617,2.85,30.38,22.59,Maharashtra
20010618,6.65,28.81,21.51,Maharashtra
20010619,0.08,31.33,22.28,Maharashtra
20010620,0.12,30.68,22.48,Maharashtra
20010621,0.0,33.98,21.99,Maharashtra
20010622,0.0,34.45,22.71,Maharashtra
20010623,0.0,34.46,22.71,Maharashtra
20010624,0.0,34.05,22.99,Maharashtra
20010625,0.04,32.43,23.01,Maharashtra
20010626,0.01,33.21,22.53,Maharashtra
20010627,0.36,30.29,22.72,Maharashtra
20010628,1.09,30.79,22.37,Maharashtra
20010629,0.27,31.19,22.5,Maharashtra
20010630,0.24,33.19,22.36,Maharashtra
20010701,0.37,34.63,22.51,Maharashtra
20010702,0.82,32.75,22.79,Maharashtra
20010703,1.46,31.31,22.31,Maharashtra
20010704,1.05,33.32,22.0,Maharashtra
20010705,0.3,34.43,22.38,Maharashtra
20010706,1.8,34.2,22.27,Maharashtra
20010707,0.77,33.63,22.37,Maharashtra
20010708,1.1,31.48,23.02,Maharashtra
20010709,5.26,28.28,22.98,Maharashtra
20010710,4.12,29.75,22.32,Maharashtra
20010711,0.57,29.58,22.22,Maharashtra
20010712,0.18,33.72,21.89,Maharashtra
20010713,0.83,29.28,22.3,Maharashtra
20010714,0.2,32.38,21.51,Maharashtra
20010715,2.11,31.91,21.42,Maharashtra
20010716,1.36,27.91,21.54,Maharashtra
20010717,0.46,31.19,21.4,Maharashtra
20010718,2.84,32.33,22.33,Maharashtra
20010719,6.98,29.07,22.28,Maharashtra
20010720,1.45,31.78,22.07,Maharashtra
20010721,0.23,32.31,22.36,Maharashtra
20010722,0.5,33.16,22.02,Maharashtra
20010723,2.22,30.31,21.97,Maharashtra
20010724,0.98,31.86,22.37,Maharashtra
20010725,5.62,31.07,22.13,Maharashtra
20010726,0.47,32.45,22.02,Maharashtra
20010727,0.04,31.59,22.19,Maharashtra
20010728,1.13,33.27,22.49,Maharashtra
20010729,0.06,31.46,22.32,Maharashtra
20010730,0.1,33.7,21.76,Maharashtra
20010731,0.32,32.01,22.61,Maharashtra
20010801,61.07,26.81,23.47,Maharashtra
20010802,4.98,28.57,21.96,Maharashtra
20010803,2.97,28.58,21.85,Maharashtra
20010804,11.4,25.83,21.95,Maharashtra
20010805,44.5,25.01,20.67,Maharashtra
20010806,11.14,25.53,20.45,Maharashtra
20010807,4.45,28.77,21.56,Maharashtra
20010808,1.7,30.59,21.71,Maharashtra
20010809,6.53,28.41,22.44,Maharashtra
20010810,18.34,29.13,22.22,Maharashtra
20010811,8.37,27.64,22.7,Maharashtra
20010812,4.0,30.42,22.22,Maharashtra
20010813,0.94,30.18,21.66,Maharashtra
20010814,7.6,28.26,22.54,Maharashtra
20010815,9.78,27.57,22.37,Maharashtra
20010816,14.16,27.71,21.98,Maharashtra
20010817,0.7,29.02,21.37,Maharashtra
20010818,0.22,29.1,21.67,Maharashtra
20010819,0.05,28.11,21.32,Maharashtra
20010820,2.27,26.74,21.16,Maharashtra
20010821,1.32,27.65,20.94,Maharashtra
20010822,0.11,26.57,20.89,Maharashtra
20010823,0.88,29.86,21.28,Maharashtra
20010824,0.47,27.92,22.01,Maharashtra
20010825,0.03,27.42,21.79,Maharashtra
20010826,0.01,29.89,21.68,Maharashtra
20010827,0.14,30.82,21.48,Maharashtra
20010828,0.03,30.49,21.13,Maharashtra
20010829,0.03,31.34,20.66,Maharashtra
20010830,0.01,30.91,20.73,Maharashtra
20010831,0.01,30.72,20.66,Maharashtra
20010901,8.31,29.93,20.81,Maharashtra
20010902,0.98,30.47,21.14,Maharashtra
20010903,0.13,30.62,21.72,Maharashtra
20010904,0.01,30.74,21.38,Maharashtra
20010905,0.03,30.82,20.91,Maharashtra
20010906,0.04,30.81,20.02,Maharashtra
20010907,0.01,30.88,20.95,Maharashtra
20010908,7.54,27.6,22.28,Maharashtra
20010909,0.17,27.78,21.97,Maharashtra
20010910,0.0,31.18,20.88,Maharashtra
20010911,0.06,31.46,20.85,Maharashtra
20010912,0.08,31.11,21.12,Maharashtra
20010913,0.7,31.9,21.0,Maharashtra
20010914,0.85,30.2,22.24,Maharashtra
20010915,12.65,31.36,21.2,Maharashtra
20010916,5.34,30.56,22.13,Maharashtra
20010917,3.01,31.4,21.31,Maharashtra
20010918,2.11,29.85,21.95,Maharashtra
20010919,0.15,31.24,21.95,Maharashtra
20010920,1.08,30.89,21.11,Maharashtra
20010921,0.62,32.36,20.84,Maharashtra
20010922,0.44,33.61,19.79,Maharashtra
20010923,0.06,34.11,20.29,Maharashtra
20010924,6.65,33.7,20.58,Maharashtra
20010925,39.26,30.01,22.82,Maharashtra
20010926,8.13,30.7,21.24,Maharashtra
20010927,0.7,31.4,21.47,Maharashtra
20010928,0.83,32.47,20.71,Maharashtra
20010929,0.0,32.72,19.47,Maharashtra
20010930,8.01,31.7,19.74,Maharashtra
20011001,24.31,26.89,20.95,Maharashtra
20011002,6.63,29.45,21.92,Maharashtra
20011003,0.5,30.37,21.97,Maharashtra
20011004,36.18,28.88,21.37,Maharashtra
20011005,16.57,27.94,22.1,Maharashtra
20011006,3.78,28.71,21.97,Maharashtra
20011007,6.44,27.86,21.85,Maharashtra
20011008,3.91,28.23,22.72,Maharashtra
20011009,1.23,27.5,22.66,Maharashtra
20011010,4.06,28.83,22.09,Maharashtra
20011011,14.41,25.94,22.09,Maharashtra
20011012,8.01,29.4,21.03,Maharashtra
20011013,1.11,29.72,20.03,Maharashtra
20011014,2.42,29.94,20.02,Maharashtra
20011015,1.22,30.18,21.28,Maharashtra
20011016,0.11,29.69,19.77,Maharashtra
20011017,0.02,28.74,17.59,Maharashtra
20011018,0.0,28.78,16.17,Maharashtra
20011019,0.0,29.76,17.41,Maharashtra
20011020,0.0,27.78,15.26,Maharashtra
20011021,0.0,29.17,14.64,Maharashtra
20011022,0.0,30.02,16.48,Maharashtra
20011023,0.0,29.38,15.52,Maharashtra
20011024,0.0,29.25,14.89,Maharashtra
20011025,0.0,29.56,14.65,Maharashtra
20011026,0.0,30.5,15.5,Maharashtra
20011027,0.0,30.77,15.86,Maharashtra
20011028,0.0,31.19,16.05,Maharashtra
20011029,0.0,30.43,16.85,Maharashtra
20011030,0.0,29.46,14.52,Maharashtra
20011031,0.0,30.39,17.7,Maharashtra
20011101,0.0,31.29,17.11,Maharashtra
20011102,0.0,31.14,15.49,Maharashtra
20011103,0.0,31.4,16.59,Maharashtra
20011104,0.0,31.45,16.98,Maharashtra
20011105,0.0,31.23,16.88,Maharashtra
20011106,0.0,31.11,15.66,Maharashtra
20011107,0.0,30.72,17.03,Maharashtra
20011108,0.0,30.51,16.15,Maharashtra
20011109,0.0,29.71,15.73,Maharashtra
20011110,0.0,29.51,14.86,Maharashtra
20011111,0.0,29.65,14.03,Maharashtra
20011112,0.0,29.3,13.72,Maharashtra
20011113,0.0,29.37,11.11,Maharashtra
20011114,0.0,30.33,13.02,Maharashtra
20011115,0.0,31.43,17.74,Maharashtra
20011116,1.3,31.68,19.87,Maharashtra
20011117,0.35,31.82,20.07,Maharashtra
20011118,0.0,32.36,20.34,Maharashtra
20011119,0.0,32.38,19.16,Maharashtra
20011120,0.0,31.79,16.38,Maharashtra
20011121,0.0,30.52,12.95,Maharashtra
20011122,0.0,30.02,14.19,Maharashtra
20011123,0.0,29.31,14.67,Maharashtra
20011124,0.0,29.64,13.36,Maharashtra
20011125,0.0,29.22,11.92,Maharashtra
20011126,0.0,29.35,11.87,Maharashtra
20011127,0.0,29.12,12.21,Maharashtra
20011128,0.0,29.02,13.1,Maharashtra
20011129,0.0,29.11,12.58,Maharashtra
20011130,0.0,28.91,11.03,Maharashtra
20011201,0.0,30.16,11.29,Maharashtra
20011202,0.0,30.83,12.67,Maharashtra
20011203,0.0,31.21,11.56,Maharashtra
20011204,0.0,31.63,13.05,Maharashtra
20011205,0.0,31.46,12.91,Maharashtra
20011206,0.0,31.94,12.82,Maharashtra
20011207,0.0,31.95,13.18,Maharashtra
20011208,0.0,32.22,13.04,Maharashtra
20011209,0.0,32.52,13.89,Maharashtra
20011210,0.0,32.06,13.28,Maharashtra
20011211,0.0,31.86,13.69,Maharashtra
20011212,0.0,32.15,16.73,Maharashtra
20011213,0.0,31.8,14.53,Maharashtra
20011214,0.0,31.33,12.89,Maharashtra
20011215,0.0,30.74,13.53,Maharashtra
20011216,0.0,31.45,15.05,Maharashtra
20011217,0.0,30.99,14.57,Maharashtra
20011218,0.0,30.32,13.76,Maharashtra
20011219,0.0,30.46,13.68,Maharashtra
20011220,0.0,29.93,12.21,Maharashtra
20011221,0.0,29.4,11.94,Maharashtra
20011222,0.0,29.11,10.57,Maharashtra
20011223,0.0,29.86,9.88,Maharashtra
20011224,0.0,30.01,9.85,Maharashtra
20011225,0.0,30.61,10.47,Maharashtra
20011226,0.0,30.52,11.96,Maharashtra
20011227,0.0,30.63,16.43,Maharashtra
20011228,0.0,30.2,14.08,Maharashtra
20011229,0.0,29.85,13.63,Maharashtra
20011230,0.0,29.2,13.2,Maharashtra
20011231,0.0,29.3,13.59,Maharashtra
20020101,0.0,29.38,12.29,Maharashtra
20020102,0.0,28.78,11.31,Maharashtra
20020103,0.0,28.24,10.39,Maharashtra
20020104,0.0,27.95,8.99,Maharashtra
20020105,0.14,27.9,11.0,Maharashtra
20020106,0.02,27.83,14.41,Maharashtra
20020107,0.32,28.26,14.45,Maharashtra
20020108,0.04,28.61,14.14,Maharashtra
20020109,0.0,28.95,13.03,Maharashtra
20020110,0.0,29.48,13.36,Maharashtra
20020111,0.0,30.32,12.04,Maharashtra
20020112,0.0,31.66,14.48,Maharashtra
20020113,0.0,32.84,14.81,Maharashtra
20020114,0.0,33.46,13.9,Maharashtra
20020115,0.0,32.96,14.93,Maharashtra
20020116,0.0,31.17,13.24,Maharashtra
20020117,0.0,30.83,12.93,Maharashtra
20020118,0.0,28.78,12.34,Maharashtra
20020119,0.0,29.68,11.99,Maharashtra
20020120,0.0,28.98,11.47,Maharashtra
20020121,0.0,30.93,12.75,Maharashtra
20020122,0.0,31.69,12.92,Maharashtra
20020123,0.0,32.02,11.87,Maharashtra
20020124,0.0,31.24,11.33,Maharashtra
20020125,0.0,29.44,11.67,Maharashtra
20020126,0.0,30.34,11.77,Maharashtra
20020127,0.0,27.91,12.16,Maharashtra
20020128,0.0,27.99,8.85,Maharashtra
20020129,0.0,29.37,9.28,Maharashtra
20020130,0.0,29.1,9.64,Maharashtra
20020131,0.0,29.71,11.71,Maharashtra
20020201,0.0,31.35,14.62,Maharashtra
20020202,0.0,32.03,16.17,Maharashtra
20020203,0.0,31.77,15.14,Maharashtra
20020204,0.0,32.41,15.55,Maharashtra
20020205,0.0,33.38,19.44,Maharashtra
20020206,0.02,32.83,18.35,Maharashtra
20020207,0.37,30.88,17.9,Maharashtra
20020208,0.0,30.8,13.66,Maharashtra
20020209,0.0,31.53,11.15,Maharashtra
20020210,1.65,30.99,19.62,Maharashtra
20020211,0.28,29.82,15.2,Maharashtra
20020212,0.0,31.44,11.41,Maharashtra
20020213,0.0,33.08,15.81,Maharashtra
20020214,0.0,33.88,16.9,Maharashtra
20020215,0.0,33.84,16.27,Maharashtra
20020216,0.0,34.81,17.07,Maharashtra
20020217,0.0,35.08,18.8,Maharashtra
20020218,0.0,34.6,22.37,Maharashtra
20020219,0.0,33.9,21.23,Maharashtra
20020220,0.0,35.07,19.38,Maharashtra
20020221,0.0,35.91,17.2,Maharashtra
20020222,0.0,36.56,18.23,Maharashtra
20020223,0.0,35.64,18.33,Maharashtra
20020224,0.0,34.75,17.58,Maharashtra
20020225,0.0,35.2,18.14,Maharashtra
20020226,0.0,35.49,17.06,Maharashtra
20020227,0.0,36.37,18.16,Maharashtra
20020228,0.0,36.76,17.45,Maharashtra
20020301,0.0,37.15,18.16,Maharashtra
20020302,0.0,36.72,18.58,Maharashtra
20020303,0.0,35.14,18.27,Maharashtra
20020304,0.0,36.64,17.88,Maharashtra
20020305,0.0,37.42,19.06,Maharashtra
20020306,0.0,37.15,18.02,Maharashtra
20020307,0.0,37.06,17.86,Maharashtra
20020308,0.01,35.86,17.42,Maharashtra
20020309,0.0,34.29,17.72,Maharashtra
20020310,0.0,36.63,18.85,Maharashtra
20020311,0.0,37.8,20.92,Maharashtra
20020312,0.0,35.15,21.5,Maharashtra
20020313,0.02,34.76,21.03,Maharashtra
20020314,1.97,36.29,19.93,Maharashtra
20020315,0.14,35.26,19.98,Maharashtra
20020316,0.0,36.59,21.02,Maharashtra
20020317,0.0,37.83,20.71,Maharashtra
20020318,0.0,38.93,19.66,Maharashtra
20020319,0.0,39.07,21.27,Maharashtra
20020320,0.0,38.66,19.29,Maharashtra
20020321,0.03,38.35,19.66,Maharashtra
20020322,0.0,37.79,20.3,Maharashtra
20020323,0.0,38.49,19.97,Maharashtra
20020324,0.0,38.47,18.62,Maharashtra
20020325,0.0,38.03,19.23,Maharashtra
20020326,0.0,37.91,17.84,Maharashtra
20020327,0.0,38.07,18.55,Maharashtra
20020328,0.0,38.69,19.35,Maharashtra
20020329,0.0,39.34,19.7,Maharashtra
20020330,0.0,40.11,20.51,Maharashtra
20020331,0.0,40.23,19.76,Maharashtra
20020401,0.0,40.75,20.97,Maharashtra
20020402,0.0,39.13,22.56,Maharashtra
20020403,0.0,39.1,20.85,Maharashtra
20020404,0.0,39.54,20.08,Maharashtra
20020405,0.0,40.3,20.57,Maharashtra
20020406,3.69,38.91,23.68,Maharashtra
20020407,12.64,33.88,22.02,Maharashtra
20020408,2.1,34.16,20.55,Maharashtra
20020409,0.03,35.78,21.54,Maharashtra
20020410,0.0,36.95,19.51,Maharashtra
20020411,0.0,38.17,19.97,Maharashtra
20020412,0.0,39.82,20.59,Maharashtra
