State,Crop_Year,Crop,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,nasa_rain_mm,nasa_tmax_c,nasa_tmin_c,rain_mm,temp_mean_c,cwr_mm,deficit_mm,fert_per_ha,pest_per_ha,econ_signal,irr_proxy_mm_base,wb_irrig_pct,observed_irrig_mm,observed_demand_mcm
Maharashtra,1999,Soyabean,1163600.0,1620000,1166.5,123492868.0,314172.0,1.511034483,,,,1166.5,27.0,450,0.0,106.12999999990879,0.269999999999768,0.5,41.53437561312028,35.3416487104871,47.919562515231284,557.5920294272313
Maharashtra,1999,Sugarcane,590100.0,53140400,1166.5,62627313.0,159327.0,86.55576923,,,,1166.5,27.0,1600,841.775,106.12999999982014,0.26999999999954244,1.5,667.009029957485,35.3416487104871,769.550051913499,4541.114856341558
Maharashtra,1999,Wheat,1041800.0,1425900,1166.5,110566234.0,281286.0,1.299655172,,,,1166.5,27.0,550,0.0,106.12999999989813,0.26999999999974084,0.5,50.764236860468934,35.3416487104871,58.56835418526951,610.1651139021378
Maharashtra,2000,Arhar/Tur,1096100.0,660300,1057.8,107604137.0,284986.0,0.5265625,,,,1057.8,27.0,450,0.0,98.16999999991043,0.2599999999997628,0.5,34.564600055212686,35.3416487104871,39.87830534851032,437.1061049250216
Maharashtra,2000,Bajra,1800000.0,1087200,1057.8,176706000.0,468000.0,0.585,,,,1057.8,27.0,400,0.0,98.16999999994546,0.25999999999985557,0.5,30.7240889379941,35.3416487104871,35.44738253204063,638.0528855767313
Maharashtra,2000,Cotton(lint),3076900.0,1802600,1057.8,302059273.0,799994.0,0.881153846,,,,1057.8,27.0,850,162.42999999999995,98.1699999999681,0.2599999999999155,0.5,187.11118899327485,35.3416487104871,215.8762756368518,6642.297125070293
Maharashtra,2000,Gram,676200.0,350800,1057.8,66382554.0,175812.0,0.500967742,,,,1057.8,27.0,350,0.0,98.16999999985482,0.2599999999996155,0.5,26.88357782068311,35.3416487104871,31.016459715464336,209.73330059596987
Maharashtra,2000,Jowar,5093500.0,3987800,1057.8,500028895.0,1324310.0,0.875837912,,,,1057.8,27.0,450,0.0,98.16999999998072,0.25999999999994894,0.5,34.564600055274234,35.3416487104871,39.87830534858132,2031.2014829299899
Maharashtra,2000,Maize,328700.0,303600,1057.8,32268479.0,85462.0,1.0091025645,,,,1057.8,27.0,500,0.0,98.16999999970133,0.259999999999209,0.5,38.40511117225511,35.3416487104871,44.30922816477676,145.64443297762122
Maharashtra,2000,Niger seed,60700.0,13340,1057.8,5958919.0,15782.0,0.28,,,,1057.8,27.0,350,0.0,98.1699999983827,0.25999999999571666,0.5,26.883577819680568,35.3416487104871,31.01645971430767,18.826991046584755
